gene_id	HER2.1	HER2.2	HER2.3	NBS1	NBS2	NBS3	Non.TNBC1	Non.TNBC2	Non.TNBC3	TNBC1	TNBC2	TNBC3
ENSG00000169914	95	182	124	234	314	451	313	177	131	108	37	70
ENSG00000169918	10	24	14	24	57	61	19	24	17	20	1	43
ENSG00000169919	146	268	194	1164	784	572	552	193	235	509	67	206
ENSG00000169925	268	513	250	220	344	476	153	439	293	343	64	185
ENSG00000169926	303	246	329	630	1241	1944	744	206	278	236	76	269
ENSG00000169933	0	0	0	0	5	4	4	4	10	13	0	44
ENSG00000169946	48	19	33	55	146	305	85	67	76	39	20	132
ENSG00000169951	22	32	43	63	83	67	86	71	57	25	5	29
ENSG00000169953	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169955	46	32	25	39	25	57	118	81	96	36	17	42
ENSG00000169957	66	43	96	320	197	300	254	291	186	144	46	77
ENSG00000169962	7	28	49	5	8	16	32	24	14	9	4	7
ENSG00000169964	18	63	29	43	33	26	60	99	44	41	12	35
ENSG00000169967	964	1227	1093	652	1394	1525	1207	625	902	900	205	658
ENSG00000169972	18	41	57	132	133	117	91	40	44	42	35	17
ENSG00000169976	67	184	107	832	611	523	591	130	142	62	99	89
ENSG00000169981	68	223	109	60	74	95	95	90	60	44	12	39
ENSG00000169989	2	4	3	4	8	7	7	14	12	18	1	4
ENSG00000169991	161	393	136	1674	2954	6484	178	113	133	176	91	164
ENSG00000169992	41	153	40	730	903	1340	39	118	79	50	24	53
ENSG00000169994	10	3	11	16	51	47	18	21	21	57	1	83
ENSG00000170004	819	1211	482	1962	2032	2228	570	1110	924	540	271	868
ENSG00000170006	115	56	144	50	53	87	93	44	80	83	11	111
ENSG00000170011	23	15	21	113	143	293	16	64	29	23	0	25
ENSG00000170017	980	410	1334	2247	2097	2377	2863	2882	2010	280	194	595
ENSG00000170027	780	1172	1175	6702	6265	11122	2016	879	912	1959	298	1028
ENSG00000170035	171	213	107	600	689	642	116	59	80	103	32	132
ENSG00000170037	69	162	59	472	655	658	309	218	165	167	78	131
ENSG00000170043	61	62	33	322	192	176	155	138	93	55	49	65
ENSG00000170044	0	4	7	1	4	2	3	1	1	16	14	13
ENSG00000170049	5	19	4	28	51	48	23	8	9	22	1	14
ENSG00000170054	1	0	0	2	2	5	8	11	5	10	0	20
ENSG00000170074	3	0	2	3	5	2	5	4	9	11	0	38
ENSG00000170075	15	16	7	29	47	65	110	56	83	55	7	69
ENSG00000170085	29	83	77	54	82	148	11	15	13	73	20	43
ENSG00000170088	100	76	73	229	243	434	359	350	264	115	40	173
ENSG00000170089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170091	0	1	2	1	0	1	3	6	10	10	0	45
ENSG00000170092	12	35	8	7	8	7	19	17	15	19	2	29
ENSG00000170099	1	1	0	303	14	40	6	6	3	2	0	9
ENSG00000170100	100	291	79	111	97	122	102	77	77	136	31	126
ENSG00000170113	109	222	244	148	226	299	523	190	245	233	51	228
ENSG00000170122	0	0	1	40	7	2	2	4	4	4	0	5
ENSG00000170128	2	4	4	2	0	0	0	0	1	0	0	1
ENSG00000170142	323	520	372	1076	1062	938	718	537	420	246	100	211
ENSG00000170144	1330	2207	1088	5269	4391	6591	2464	1189	1521	2139	556	1009
ENSG00000170145	295	404	329	1235	2245	3312	539	237	290	238	79	185
ENSG00000170153	113	403	30	101	198	241	62	61	61	265	36	81
ENSG00000170160	42	23	12	16	69	51	38	74	83	19	0	68
ENSG00000170161	1	6	0	15	4	12	9	16	19	17	0	6
ENSG00000170162	0	0	0	0	0	0	1	3	1	2	0	1
ENSG00000170166	2	0	3	8	34	22	4	8	3	2	1	1
ENSG00000170175	18	9	7	126	57	82	122	32	37	46	26	36
ENSG00000170178	0	0	2	0	0	0	0	0	2	2	0	2
ENSG00000170180	0	0	0	0	0	1	0	1	0	2	0	9
ENSG00000170185	351	349	432	1253	1262	2017	776	513	476	427	66	266
ENSG00000170190	14	28	53	95	90	102	94	29	40	22	2	38
ENSG00000170191	58	120	62	46	90	116	163	72	52	130	21	49
ENSG00000170209	1	4	0	2	8	6	3	13	12	10	1	16
ENSG00000170214	1	6	1	4	9	13	4	11	3	11	3	7
ENSG00000170222	30	48	31	69	104	68	39	33	33	25	12	26
ENSG00000170231	0	2	0	0	1	0	8	6	8	8	1	50
ENSG00000170234	77	117	144	108	225	326	135	116	132	141	29	151
ENSG00000170236	146	122	156	188	187	237	184	101	105	92	15	81
ENSG00000170242	646	703	849	1048	1518	2713	939	444	746	599	112	601
ENSG00000170248	860	1532	1063	1778	2140	2502	1276	1709	1315	678	211	651
ENSG00000170255	0	0	0	0	0	0	0	1	1	5	0	6
ENSG00000170260	31	77	33	95	132	172	62	51	75	91	15	58
ENSG00000170262	11	54	10	56	61	60	20	17	9	26	2	12
ENSG00000170264	11	25	12	65	56	78	24	21	23	38	5	16
ENSG00000170265	94	242	111	222	421	418	210	152	178	196	31	89
ENSG00000170266	248	310	325	382	584	394	484	345	361	272	129	277
ENSG00000170270	22	25	39	55	46	36	85	63	34	72	22	27
ENSG00000170271	47	50	44	597	541	1088	74	54	84	79	12	235
ENSG00000170275	301	611	266	3003	2587	3436	621	597	737	266	128	323
ENSG00000170276	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000170279	0	0	1	0	0	0	0	1	2	7	0	5
ENSG00000170289	14	10	4	1	4	16	6	12	4	13	0	31
ENSG00000170290	0	0	1	1	1	2	4	0	0	2	0	1
ENSG00000170291	68	143	61	404	387	309	205	118	125	100	51	79
ENSG00000170293	5	22	21	151	200	207	41	35	44	10	15	26
ENSG00000170296	8	6	8	123	58	74	27	19	10	7	9	11
ENSG00000170298	0	0	0	1	0	0	1	3	2	6	0	13
ENSG00000170310	72	93	71	266	122	165	150	95	88	60	30	111
ENSG00000170312	243	623	393	50	96	32	545	249	159	719	53	162
ENSG00000170315	797	1899	1326	25951	6499	6148	3460	2238	1661	1636	536	891
ENSG00000170322	159	200	207	363	535	538	353	121	117	284	83	79
ENSG00000170323	185	4	62	1213	3518	1913	215	46	49	26	0	8
ENSG00000170324	3	0	1	26	40	27	15	6	14	22	1	38
ENSG00000170325	84	138	107	215	273	390	142	58	102	99	25	68
ENSG00000170340	242	261	343	560	1074	1531	1984	261	366	285	79	308
ENSG00000170345	539	246	234	17981	12772	21527	580	476	1162	179	108	207
ENSG00000170348	1329	2070	1537	3183	3341	3947	3337	1203	1593	1969	533	1693
ENSG00000170356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170364	78	136	102	220	163	175	278	154	154	56	55	69
ENSG00000170365	232	171	185	250	405	579	243	294	277	252	43	152
ENSG00000170367	0	1	0	9	0	0	4	10	30	7	0	10
ENSG00000170369	12	0	1	2	0	0	9	27	46	10	0	24
ENSG00000170370	6	0	4	12	32	54	18	14	16	3	8	16
ENSG00000170373	3	0	0	3	0	0	17	7	3	4	5	31
ENSG00000170374	2	0	1	2	0	1	1	4	4	6	0	12
ENSG00000170379	82	140	47	81	214	286	66	34	45	56	21	68
ENSG00000170381	14	0	142	161	200	251	62	37	39	23	0	54
ENSG00000170382	38	203	16	56	130	67	15	54	35	138	42	68
ENSG00000170385	296	629	481	290	334	912	1286	533	522	334	114	464
ENSG00000170390	29	76	27	100	177	139	26	56	30	96	21	59
ENSG00000170396	32	5	11	2	1	3	9	4	13	13	2	9
ENSG00000170409	1	3	0	0	2	1	0	1	0	3	1	3
ENSG00000170412	72	52	67	359	301	330	49	239	180	52	23	104
ENSG00000170417	14	72	66	48	45	45	122	17	27	33	26	54
ENSG00000170419	0	0	0	0	0	0	1	2	5	10	0	15
ENSG00000170421	1682	2362	2089	32548	18462	22732	10880	3271	4661	2749	661	2882
ENSG00000170423	0	3	0	28	8	2	2	6	15	16	0	35
ENSG00000170425	9	65	13	82	165	188	28	2	10	16	1	6
ENSG00000170426	0	0	1	0	1	2	3	1	6	5	0	10
ENSG00000170430	44	63	89	451	278	215	161	140	100	62	25	39
ENSG00000170439	3	17	3	14	20	4	79	6	7	26	1	7
ENSG00000170442	5	8	97	53	61	80	14	4	8	35	7	110
ENSG00000170445	160	236	228	839	634	681	443	399	416	226	67	184
ENSG00000170448	161	567	353	120	190	241	177	189	161	185	33	77
ENSG00000170454	3	5	4	3	1	2	3	11	11	7	3	27
ENSG00000170456	179	289	290	114	221	353	105	145	190	93	10	95
ENSG00000170458	205	109	262	465	476	447	601	87	128	152	206	207
ENSG00000170464	35	11	50	160	142	216	63	63	85	51	8	107
ENSG00000170465	0	5	0	16	5	2	0	3	7	8	2	22
ENSG00000170468	32	72	51	46	77	118	85	40	49	69	11	17
ENSG00000170469	6	3	9	50	36	14	5	24	21	9	1	15
ENSG00000170471	905	1331	628	631	768	1247	958	1186	1385	754	182	615
ENSG00000170473	75	91	97	138	143	101	328	130	108	84	18	78
ENSG00000170476	74	155	318	65	37	44	90	65	128	35	8	34
ENSG00000170477	4	1	3	23	6	17	6	4	9	12	2	23
ENSG00000170482	8	7	13	14	11	6	10	11	32	19	0	45
ENSG00000170484	0	1	0	1	0	2	5	7	10	9	0	18
ENSG00000170485	156	302	133	245	346	451	145	30	44	48	10	80
ENSG00000170486	1	0	0	2	0	1	3	4	2	12	1	15
ENSG00000170498	1	0	1	2	0	1	6	0	3	2	0	9
ENSG00000170500	75	50	262	138	582	280	244	346	434	33	1	51
ENSG00000170502	144	80	79	400	199	328	147	160	158	147	48	151
ENSG00000170509	4	0	2	9	28	23	3	1	1	5	0	5
ENSG00000170515	269	564	388	1228	908	1183	1224	395	509	470	95	269
ENSG00000170516	5	13	3	0	0	0	0	2	1	0	1	1
ENSG00000170522	191	164	224	69	131	95	346	125	96	115	38	186
ENSG00000170523	1	11	1	13	3	11	4	5	5	7	0	13
ENSG00000170525	403	343	305	3630	5878	9439	1088	126	170	272	132	673
ENSG00000170537	5	32	24	48	46	72	55	27	22	40	2	34
ENSG00000170540	994	1477	890	2246	2340	2985	2477	1633	1079	1357	273	601
ENSG00000170542	275	75	199	500	1593	1273	335	85	120	230	42	113
ENSG00000170545	36	100	65	221	264	312	61	66	95	88	22	16
ENSG00000170549	7	17	4	1648	662	1414	5	4	10	10	71	3
ENSG00000170558	38	29	15	1	23	15	43	68	34	34	17	122
ENSG00000170561	35	101	86	1420	850	1546	140	63	38	76	41	266
ENSG00000170571	548	112	546	111	170	158	530	127	151	244	38	625
ENSG00000170577	28	80	74	16	30	29	23	70	22	120	3	370
ENSG00000170579	14	231	14	64	136	167	9	25	31	39	49	50
ENSG00000170581	1015	796	898	609	1298	1160	1721	756	792	1264	246	950
ENSG00000170584	56	81	88	217	205	190	219	167	206	198	49	104
ENSG00000170604	46	50	79	386	328	540	226	216	212	115	27	43
ENSG00000170605	0	0	0	0	0	0	1	1	1	5	0	5
ENSG00000170606	434	906	491	3639	1715	2392	996	821	1108	683	169	496
ENSG00000170608	0	1	0	34	31	17	5	1	4	5	2	3
ENSG00000170613	0	0	0	0	0	0	0	1	4	8	0	30
ENSG00000170615	7	3	6	9	58	42	4	7	2	14	1	20
ENSG00000170619	64	247	55	183	186	184	146	161	138	218	61	115
ENSG00000170624	234	60	41	65	359	358	248	198	348	57	39	226
ENSG00000170627	1	109	1	1	0	0	1	5	4	7	0	9
ENSG00000170629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170631	31	174	25	90	87	82	71	73	62	100	11	59
ENSG00000170632	142	303	112	342	437	368	458	219	199	197	64	140
ENSG00000170633	146	274	148	369	343	435	301	165	173	188	56	127
ENSG00000170634	36	51	37	152	168	134	128	52	45	71	9	33
ENSG00000170638	90	149	127	484	689	346	268	127	122	131	34	31
ENSG00000170653	281	355	222	437	779	1407	296	260	287	245	26	219
ENSG00000170667	9	3	4	5	43	53	16	3	8	3	2	2
ENSG00000170677	581	293	356	439	796	1126	655	461	369	120	73	667
ENSG00000170681	1	6	3	5	11	11	20	8	8	20	6	26
ENSG00000170683	0	0	0	2	1	0	2	1	1	7	0	19
ENSG00000170684	5	22	15	55	34	56	12	11	18	8	0	2
ENSG00000170688	2	0	1	3	0	2	0	0	1	3	0	3
ENSG00000170689	4	67	1	54	50	231	1	4	7	8	1	1
ENSG00000170703	0	2	0	0	2	0	36	22	12	32	0	38
ENSG00000170734	123	357	140	265	257	460	564	229	294	978	106	224
ENSG00000170743	15	1	4	42	24	64	192	45	31	17	0	31
ENSG00000170745	101	6	93	215	223	367	889	112	116	38	29	274
ENSG00000170748	0	0	0	0	0	0	0	0	1	0	0	2
ENSG00000170759	1718	2281	1610	2059	2929	4184	3007	1395	1409	1842	423	2571
ENSG00000170775	8	27	5	122	94	157	24	5	4	8	5	4
ENSG00000170776	1880	1273	1407	1226	3359	5752	707	864	1098	820	238	1104
ENSG00000170777	0	5	0	0	0	0	2	2	5	12	1	15
ENSG00000170779	23	137	35	77	126	166	128	43	43	158	44	24
ENSG00000170782	0	4	3	0	0	0	1	0	1	1	0	0
ENSG00000170786	5	3	43	142	69	90	322	1	6	8	1	66
ENSG00000170788	0	0	0	0	0	0	0	2	1	2	0	3
ENSG00000170790	3	5	11	0	0	1	2	0	3	14	0	24
ENSG00000170791	71	202	94	212	97	174	240	83	88	97	24	105
ENSG00000170801	127	12	58	202	470	621	245	391	350	41	22	127
ENSG00000170802	283	345	296	153	410	630	569	137	188	292	62	170
ENSG00000170807	0	2	0	6	1	5	2	1	3	12	0	8
ENSG00000170819	3	2	5	0	0	0	4	4	1	9	0	14
ENSG00000170820	0	0	1	0	0	0	3	1	1	5	0	11
ENSG00000170827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170832	374	482	610	666	757	1450	693	771	596	453	60	281
ENSG00000170835	1	2	79	64	16	34	5	3	4	12	1	4
ENSG00000170836	72	89	138	573	719	1140	211	181	165	177	17	69
ENSG00000170837	6	3	28	66	77	123	116	13	32	53	9	15
ENSG00000170846	88	74	88	142	115	140	316	202	173	32	15	54
ENSG00000170848	0	0	0	2	0	0	6	19	10	22	1	37
ENSG00000170852	313	452	357	827	1438	1982	569	256	249	289	76	295
ENSG00000170854	225	244	481	494	602	824	798	282	334	370	89	198
ENSG00000170855	59	129	68	169	105	117	297	101	206	110	25	67
ENSG00000170858	0	0	1	0	0	0	4	8	10	16	0	37
ENSG00000170860	135	181	199	436	220	244	402	369	290	304	81	159
ENSG00000170871	528	442	545	418	579	925	1637	1012	1034	241	80	390
ENSG00000170873	174	1242	526	202	408	382	365	292	325	1445	118	553
ENSG00000170876	263	661	257	477	1053	1113	657	460	435	453	201	360
ENSG00000170881	171	572	467	542	701	705	776	434	443	417	97	244
ENSG00000170889	896	593	938	13055	15290	7624	4441	2083	3071	1349	939	1026
ENSG00000170890	0	0	0	6	1	1	1	2	1	5	1	7
ENSG00000170891	3	0	3	26	13	43	5	2	4	1	1	0
ENSG00000170892	106	103	121	652	400	353	368	345	275	305	70	101
ENSG00000170893	0	0	0	24	23	6	18	4	2	7	0	2
ENSG00000170899	83	170	21	307	171	185	148	95	68	195	47	188
ENSG00000170903	108	103	97	116	66	133	100	100	77	102	37	238
ENSG00000170906	45	38	76	311	157	128	237	178	157	96	35	80
ENSG00000170909	8	5	6	10	5	6	21	4	5	23	10	15
ENSG00000170915	78	130	69	17	37	62	114	46	76	143	46	59
ENSG00000170917	21	106	35	156	132	147	52	54	49	67	5	38
ENSG00000170919	174	179	94	944	2549	1263	77	97	104	175	42	117
ENSG00000170920	0	0	0	0	0	0	2	0	2	10	0	9
ENSG00000170921	856	110	971	357	766	941	842	812	747	346	103	486
ENSG00000170923	0	0	0	1	0	0	3	5	3	11	2	13
ENSG00000170925	0	0	0	0	1	0	0	2	4	2	0	4
ENSG00000170927	6	8	3	5	14	4	46	13	19	69	2	78
ENSG00000170929	0	0	0	1	0	1	2	4	4	9	0	16
ENSG00000170935	9	2	20	35	32	55	98	35	24	7	0	19
ENSG00000170946	154	98	138	202	149	158	344	102	158	89	33	107
ENSG00000170948	0	0	0	0	0	0	0	2	0	3	0	6
ENSG00000170949	252	234	249	265	281	378	405	319	331	186	35	190
ENSG00000170950	1	0	1	0	0	0	2	0	0	5	0	4
ENSG00000170953	0	0	3	0	0	0	0	0	0	3	0	6
ENSG00000170954	34	50	47	60	63	67	210	95	84	77	11	64
ENSG00000170955	21	30	15	183	203	135	61	55	56	64	67	39
ENSG00000170956	5	0	2	0	0	0	5	7	18	20	0	28
ENSG00000170959	11	1	11	12	5	32	30	15	24	17	0	37
ENSG00000170961	61	84	29	306	336	341	66	37	54	85	17	71
ENSG00000170962	87	55	43	282	696	1726	301	170	179	28	21	90
ENSG00000170965	0	1	0	3	0	0	14	2	1	5	0	14
ENSG00000170967	5	5	4	0	0	1	0	2	1	2	1	8
ENSG00000170983	0	0	0	0	0	0	2	3	6	2	0	10
ENSG00000170989	197	48	99	800	2907	5474	322	109	177	120	14	118
ENSG00000171004	60	7	9	122	177	223	5	18	26	13	2	47
ENSG00000171014	0	0	0	0	0	0	0	1	1	1	0	6
ENSG00000171016	43	19	92	69	97	155	57	210	100	28	18	65
ENSG00000171017	24	178	53	386	503	730	292	107	137	61	22	54
ENSG00000171033	35	10	54	48	83	40	12	15	34	16	5	22
ENSG00000171044	64	46	30	62	40	33	14	69	27	16	5	22
ENSG00000171045	36	209	42	142	194	173	60	107	81	136	30	74
ENSG00000171049	5	4	15	4	3	1	10	2	4	21	1	14
ENSG00000171051	60	18	55	26	45	11	118	16	22	47	18	56
ENSG00000171053	0	2	0	0	0	0	2	5	2	11	0	18
ENSG00000171054	4	11	2	0	0	0	0	1	1	2	0	2
ENSG00000171055	285	374	267	342	506	417	550	212	290	247	60	231
ENSG00000171056	8	9	2	585	690	2029	3	10	7	2	1	3
ENSG00000171060	0	0	1	1	0	0	5	7	5	13	0	29
ENSG00000171067	52	161	60	255	304	362	224	69	64	60	44	60
ENSG00000171084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171094	9	8	9	2	4	5	30	14	26	46	18	94
ENSG00000171097	3	3	0	2	1	2	5	2	1	12	1	7
ENSG00000171100	162	165	172	90	219	260	272	125	198	143	39	189
ENSG00000171101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171102	0	9	0	113	59	40	80	0	5	73	1	6
ENSG00000171103	68	140	71	113	141	133	252	83	98	117	26	52
ENSG00000171105	413	1036	577	969	2795	2465	1050	1762	832	261	138	319
ENSG00000171109	430	874	566	471	788	624	2979	439	463	510	94	481
ENSG00000171115	129	48	119	95	298	432	159	59	79	119	18	129
ENSG00000171116	0	0	0	1	0	0	0	1	2	1	0	2
ENSG00000171119	1	19	0	3	6	9	6	15	4	10	3	3
ENSG00000171121	72	107	105	66	115	238	232	102	95	73	4	75
ENSG00000171124	2	9	35	18	22	21	25	9	10	19	22	14
ENSG00000171126	11	7	4	9	7	6	24	24	7	13	0	8
ENSG00000171130	101	148	70	423	264	127	197	251	253	145	22	117
ENSG00000171132	121	81	164	228	478	1003	374	75	120	183	31	138
ENSG00000171133	0	0	0	0	1	0	0	1	1	2	0	5
ENSG00000171135	52	281	67	273	248	196	354	221	113	73	34	57
ENSG00000171136	0	2	0	2	0	0	2	0	1	5	0	3
ENSG00000171148	198	294	201	728	524	474	710	577	335	312	103	204
ENSG00000171150	288	330	212	465	791	965	695	208	262	253	122	257
ENSG00000171155	98	184	179	105	131	92	240	202	272	147	29	119
ENSG00000171159	79	82	84	484	465	286	216	126	104	106	27	37
ENSG00000171160	10	30	3	47	31	43	113	51	52	26	7	38
ENSG00000171161	76	161	117	414	336	679	405	138	111	175	45	107
ENSG00000171163	37	102	71	355	356	207	260	94	118	90	36	49
ENSG00000171169	18	29	29	112	66	109	66	49	51	51	13	28
ENSG00000171174	13	22	25	525	164	185	144	45	56	36	4	23
ENSG00000171180	0	0	0	0	1	0	3	4	3	15	0	26
ENSG00000171189	67	22	94	57	5	19	20	57	210	27	5	35
ENSG00000171195	0	0	0	33	5	3	6	3	2	11	0	7
ENSG00000171199	0	0	0	1168	24	123	3	2	6	4	1	16
ENSG00000171201	0	0	0	9	0	4	5	2	3	2	0	6
ENSG00000171202	65	55	78	191	94	67	294	34	43	29	16	37
ENSG00000171204	128	89	124	119	135	100	589	95	130	67	34	111
ENSG00000171206	147	197	211	798	971	1685	585	240	296	202	102	179
ENSG00000171208	74	48	70	203	200	388	49	200	198	72	65	102
ENSG00000171209	1	1	0	7522	89	162	4	5	2	3	563	4
ENSG00000171217	10	30	9	2	0	0	9	5	11	11	1	10
ENSG00000171219	78	169	83	437	387	375	174	75	123	150	53	47
ENSG00000171222	30	43	62	403	289	213	98	128	86	53	31	20
ENSG00000171223	420	554	465	13067	12787	21415	925	344	666	218	184	241
ENSG00000171224	16	26	20	73	44	54	203	154	78	63	7	43
ENSG00000171227	17	23	23	11	9	22	59	21	12	26	9	22
ENSG00000171234	0	8	2	2	0	0	0	0	1	8	0	17
ENSG00000171236	14	0	34	543	286	297	348	26	85	10	3	29
ENSG00000171241	121	304	96	8	32	18	304	61	78	445	17	77
ENSG00000171243	3	49	0	104	117	96	92	5	14	34	36	13
ENSG00000171246	11	2	1	24	68	261	12	15	13	18	2	15
ENSG00000171262	158	298	199	351	318	416	259	125	196	157	28	149
ENSG00000171291	40	256	26	52	50	63	166	75	76	50	20	27
ENSG00000171295	96	287	103	130	154	180	328	175	145	58	27	111
ENSG00000171298	152	252	90	1616	1229	1304	343	255	232	225	65	59
ENSG00000171302	403	251	529	515	708	875	2809	1513	1578	437	139	393
ENSG00000171303	8	4	3	10	21	11	18	7	8	19	0	22
ENSG00000171307	84	162	113	244	126	149	275	115	146	96	20	92
ENSG00000171310	260	392	347	137	338	562	308	150	163	245	98	331
ENSG00000171311	51	86	60	178	135	99	190	51	76	71	11	43
ENSG00000171314	111	185	114	654	800	692	568	104	129	142	52	116
ENSG00000171316	773	1812	1408	412	689	1184	192	336	257	429	122	277
ENSG00000171320	74	140	42	9	17	2	98	48	44	94	16	26
ENSG00000171345	675	270	1162	9179	12982	8010	5605	6480	7169	52	582	2196
ENSG00000171346	118	120	14	6937	4769	10449	55	42	95	4906	215	112
ENSG00000171357	5	7	7	23	20	24	10	5	10	4	0	19
ENSG00000171360	0	0	0	0	0	0	3	2	6	10	1	37
ENSG00000171365	241	176	153	60	136	136	126	69	89	194	56	205
ENSG00000171368	89	27	14	113	134	398	45	138	37	19	20	26
ENSG00000171385	42	8	29	174	77	186	40	63	46	42	4	80
ENSG00000171388	8	52	7	76	118	51	108	64	47	52	47	83
ENSG00000171396	0	0	0	0	0	0	0	0	1	3	0	3
ENSG00000171401	1	3	0	16	9	2	6	9	6	12	0	48
ENSG00000171402	1	0	0	0	0	0	1	0	0	1	0	10
ENSG00000171403	0	3	0	24	5	6	3	10	8	9	2	34
ENSG00000171405	0	0	0	0	0	0	2	2	1	6	0	13
ENSG00000171408	55	20	15	55	123	277	27	19	44	27	4	28
ENSG00000171421	70	82	76	138	91	104	218	167	105	72	35	41
ENSG00000171425	26	14	34	335	443	256	86	43	57	36	8	18
ENSG00000171428	28	14	31	25	37	15	257	308	352	17	1	31
ENSG00000171431	3	0	0	0	0	1	0	2	4	6	0	8
ENSG00000171433	3	0	1	17	5	2	1	2	6	10	0	11
ENSG00000171435	5	19	17	25	48	41	15	37	54	89	2	97
ENSG00000171443	12	8	32	128	149	96	58	79	50	47	13	22
ENSG00000171444	218	342	131	428	684	972	178	137	166	134	24	120
ENSG00000171446	0	0	0	0	0	0	2	1	3	4	0	4
ENSG00000171448	90	183	105	40	65	47	116	116	106	107	12	53
ENSG00000171450	0	0	1	1	0	0	1	5	4	8	0	8
ENSG00000171451	98	77	62	108	269	387	227	115	221	52	26	93
ENSG00000171453	164	800	221	608	820	787	855	213	211	616	95	178
ENSG00000171456	575	854	523	1690	2619	2861	578	445	493	631	139	256
ENSG00000171459	2	0	0	0	0	0	0	4	4	11	0	8
ENSG00000171462	4	13	7	16	32	27	14	8	9	27	3	10
ENSG00000171466	371	1299	378	468	1116	873	1025	423	467	358	118	319
ENSG00000171467	265	1095	306	123	247	359	562	316	311	827	85	206
ENSG00000171469	204	448	171	334	446	459	540	225	279	311	54	143
ENSG00000171475	146	236	268	579	752	1329	256	306	335	259	53	252
ENSG00000171476	174	8	25	37	97	51	28	48	58	29	8	133
ENSG00000171478	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000171481	0	0	0	0	0	0	0	2	0	1	1	2
ENSG00000171483	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000171487	1	0	0	10	41	8	10	6	5	15	0	37
ENSG00000171488	263	356	281	535	703	1586	236	106	152	486	36	206
ENSG00000171489	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000171490	398	863	487	4593	4393	5130	1990	1290	1133	848	382	1061
ENSG00000171492	140	614	202	133	202	219	266	141	149	403	49	103
ENSG00000171495	0	0	1	1	1	0	3	9	9	19	0	47
ENSG00000171496	3	4	3	3	0	3	2	3	1	17	0	7
ENSG00000171497	103	154	100	322	191	203	205	172	176	164	48	128
ENSG00000171501	1	0	1	0	0	0	1	0	0	4	0	4
ENSG00000171502	58	89	47	3	12	5	43	27	31	26	9	81
ENSG00000171503	186	215	208	513	468	440	368	183	241	189	31	171
ENSG00000171505	0	0	0	0	0	0	1	0	1	4	0	7
ENSG00000171509	1	3	13	1	1	8	2	1	3	8	1	19
ENSG00000171517	6	41	2	50	233	54	34	1	4	23	5	33
ENSG00000171522	119	76	186	288	671	592	194	68	125	158	27	103
ENSG00000171530	121	203	156	825	769	842	627	446	511	285	86	281
ENSG00000171532	4	0	10	4	1	0	3	5	8	9	1	23
ENSG00000171533	8	1	23	70	61	85	27	16	23	7	5	17
ENSG00000171540	0	0	0	2	0	0	2	5	2	1	0	1
ENSG00000171551	6	3	7	53	686	178	13	3	1	24	0	9
ENSG00000171552	338	230	526	1241	1456	1618	1231	738	660	332	92	373
ENSG00000171557	2	1	185	144	3	7	7	1	2	1	0	11
ENSG00000171560	0	1	1	81	1	2	5	4	1	9	0	27
ENSG00000171561	0	3	1	0	0	1	2	1	4	3	1	8
ENSG00000171564	0	1	12	238	1	11	35	1	2	4	0	18
ENSG00000171566	279	287	283	608	476	474	594	316	300	401	75	204
ENSG00000171570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171574	57	46	45	79	72	75	102	55	85	80	14	70
ENSG00000171587	0	0	1	4	13	8	11	12	16	32	1	65
ENSG00000171595	0	0	1	4	1	1	13	26	13	28	0	36
ENSG00000171596	0	3	1	4	3	6	3	0	0	7	0	9
ENSG00000171603	550	807	708	1457	1858	2706	1055	895	710	430	261	508
ENSG00000171604	98	84	241	282	402	513	622	474	531	55	29	192
ENSG00000171606	142	124	87	378	398	403	326	81	100	211	45	143
ENSG00000171608	212	281	184	150	281	277	201	198	138	189	47	154
ENSG00000171611	1	1	1	0	0	0	4	5	4	13	0	9
ENSG00000171612	40	105	70	464	479	287	80	43	45	85	33	36
ENSG00000171617	755	411	293	464	352	744	166	286	465	556	117	368
ENSG00000171621	62	230	81	1307	1848	3713	183	140	153	127	102	102
ENSG00000171631	28	16	84	26	12	17	79	38	32	46	13	89
ENSG00000171634	1295	1364	2012	589	1184	2049	1668	1490	1546	1071	129	619
ENSG00000171643	6	1	1	1	1	2	1	2	6	9	0	7
ENSG00000171649	30	74	20	36	22	45	121	12	12	86	7	26
ENSG00000171657	44	34	27	1	3	2	24	18	11	15	4	28
ENSG00000171658	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171659	74	47	58	7	46	36	201	45	70	40	32	103
ENSG00000171671	3	2	6	0	0	0	3	11	10	7	0	18
ENSG00000171680	34	51	44	200	291	246	90	57	48	74	13	48
ENSG00000171681	1352	1549	970	468	745	1039	593	788	776	956	149	973
